datetime,sym,price,size,side,orderid
2000-01-10 09:15:00.1,ANON010.SH,16.75,400.0,1,251
2000-01-10 09:15:00.15,ANON010.SH,16.6,500.0,1,918
2000-01-10 09:15:00.15,ANON010.SH,16.45,600.0,1,920
2000-01-10 09:15:00.23,ANON010.SH,18.62,100.0,-1,1423
2000-01-10 09:15:01.44,ANON010.SH,18.49,2500.0,-1,7782
2000-01-10 09:15:01.44,ANON010.SH,18.53,2500.0,-1,7789
2000-01-10 09:15:01.44,ANON010.SH,18.63,1700.0,-1,7804
2000-01-10 09:15:01.6,ANON010.SH,18.63,100.0,-1,9342
2000-01-10 09:15:01.85,ANON010.SH,18.61,600.0,-1,13270
2000-01-10 09:15:02.1,ANON010.SH,18.62,1000.0,-1,18144
2000-01-10 09:15:02.23,ANON010.SH,15.91,200.0,1,19152
2000-01-10 09:15:02.36,ANON010.SH,15.25,1000.0,1,20959
2000-01-10 09:15:02.36,ANON010.SH,17.97,1000.0,-1,21284
2000-01-10 09:15:02.74,ANON010.SH,16.94,500.0,-1,27929
2000-01-10 09:15:02.97,ANON010.SH,18.51,2500.0,-1,31102
2000-01-10 09:15:02.97,ANON010.SH,18.55,2500.0,-1,31112
2000-01-10 09:15:03.09,ANON010.SH,16.81,400.0,1,33070
2000-01-10 09:15:03.21,ANON010.SH,18.63,100.0,-1,35008
2000-01-10 09:15:03.33,ANON010.SH,17.48,700.0,-1,37926
2000-01-10 09:15:03.45,ANON010.SH,17.53,100.0,-1,38030
2000-01-10 09:15:03.84,ANON010.SH,17.99,500.0,-1,44611
2000-01-10 09:15:03.84,ANON010.SH,18.4,500.0,-1,44636
2000-01-10 09:15:03.84,ANON010.SH,18.6,500.0,-1,44643
2000-01-10 09:15:03.84,ANON010.SH,17.75,100.0,-1,44800
2000-01-10 09:15:03.84,ANON010.SH,18.0,100.0,-1,44801
2000-01-10 09:15:04.08,ANON010.SH,16.88,500.0,1,49109
2000-01-10 09:15:04.08,ANON010.SH,18.58,100.0,-1,49635
2000-01-10 09:15:04.21,ANON010.SH,15.76,200.0,1,51035
2000-01-10 09:15:04.33,ANON010.SH,18.63,600.0,-1,52653
2000-01-10 09:15:04.33,ANON010.SH,15.26,900.0,1,53639
2000-01-10 09:15:04.45,ANON010.SH,16.98,200.0,-1,53664
2000-01-10 09:15:04.45,ANON010.SH,17.02,4100.0,-1,54107
2000-01-10 09:15:04.58,ANON010.SH,16.93,200.0,1,56636
2000-01-10 09:15:04.7,ANON010.SH,18.63,200.0,-1,57616
2000-01-10 09:15:04.7,ANON010.SH,15.25,200.0,1,57617
2000-01-10 09:15:04.7,ANON010.SH,17.85,200.0,-1,57915
2000-01-10 09:15:04.7,ANON010.SH,16.25,100.0,1,58505
2000-01-10 09:15:04.83,ANON010.SH,18.0,200.0,-1,60498
2000-01-10 09:15:04.83,ANON010.SH,17.5,500.0,-1,60595
2000-01-10 09:15:05.04,ANON010.SH,18.63,4000.0,-1,63103
2000-01-10 09:15:05.17,ANON010.SH,18.5,100.0,-1,64247
2000-01-10 09:15:05.17,ANON010.SH,16.5,100.0,1,64248
2000-01-10 09:15:05.31,ANON010.SH,16.43,1000.0,1,66709
2000-01-10 09:15:05.39,ANON010.SH,17.23,800.0,-1,67330
2000-01-10 09:15:05.39,ANON010.SH,17.43,1000.0,-1,67331
2000-01-10 09:15:05.39,ANON010.SH,17.73,1500.0,-1,67333
2000-01-10 09:15:05.79,ANON010.SH,15.25,100.0,1,74224
2000-01-10 09:15:05.79,ANON010.SH,17.04,200.0,-1,74393
2000-01-10 09:15:05.98,ANON010.SH,17.09,200.0,-1,75527
2000-01-10 09:15:06.09,ANON010.SH,16.75,500.0,1,78051
2000-01-10 09:15:06.09,ANON010.SH,17.75,500.0,-1,78065
2000-01-10 09:15:06.32,ANON010.SH,18.29,100.0,-1,80455
2000-01-10 09:15:06.46,ANON010.SH,16.52,100.0,1,81626
2000-01-10 09:15:06.46,ANON010.SH,17.8,2200.0,-1,81757
2000-01-10 09:15:06.54,ANON010.SH,17.07,200.0,-1,82494
2000-01-10 09:15:06.54,ANON010.SH,16.12,300.0,1,83502
2000-01-10 09:15:06.69,ANON010.SH,17.3,100.0,-1,84486
2000-01-10 09:15:06.69,ANON010.SH,17.6,200.0,-1,84488
2000-01-10 09:15:06.78,ANON010.SH,17.5,500.0,-1,84943
2000-01-10 09:15:06.78,ANON010.SH,16.94,100.0,1,85792
2000-01-10 09:15:06.86,ANON010.SH,18.3,1800.0,-1,86049
2000-01-10 09:15:07.07,ANON010.SH,17.01,100.0,-1,87728
2000-01-10 09:15:11.06,ANON010.SH,17.57,1200.0,-1,90648
2000-01-10 09:15:22.08,ANON010.SH,15.25,18600.0,-1,91998
2000-01-10 09:15:24.7,ANON010.SH,16.7,4200.0,-1,92270
2000-01-10 09:15:41.67,ANON010.SH,17.0,8300.0,1,94059
2000-01-10 09:16:05.11,ANON010.SH,15.28,300.0,1,96666
2000-01-10 09:16:08.93,ANON010.SH,15.26,6400.0,1,97012
2000-01-10 09:16:42.71,ANON010.SH,15.25,500.0,1,98929
2000-01-10 09:16:52.54,ANON010.SH,15.25,300.0,1,99484
2000-01-10 09:17:33.11,ANON010.SH,15.25,900.0,1,102033
2000-01-10 09:17:39.45,ANON010.SH,15.25,200.0,1,102454
2000-01-10 09:17:51.38,ANON010.SH,15.25,6000.0,1,103280
2000-01-10 09:18:04.09,ANON010.SH,15.25,100.0,1,104119
2000-01-10 09:18:04.1,ANON010.SH,15.25,100.0,1,104121
2000-01-10 09:18:22.73,ANON010.SH,18.63,2500.0,-1,105340
2000-01-10 09:18:52.55,ANON010.SH,15.25,700.0,1,107401
2000-01-10 09:18:53.49,ANON010.SH,15.25,200.0,1,107470
2000-01-10 09:18:53.85,ANON010.SH,15.25,800.0,1,107491
2000-01-10 09:19:00.66,ANON010.SH,15.25,300.0,1,107980
2000-01-10 09:19:27.68,ANON010.SH,15.35,1000.0,1,109914
2000-01-10 09:19:50.65,ANON010.SH,17.5,1000.0,-1,111507
2000-01-10 09:19:58.01,ANON010.SH,18.0,7900.0,-1,112032
2000-01-10 09:20:16.29,ANON010.SH,17.38,3000.0,-1,114126
2000-01-10 09:20:45.18,ANON010.SH,16.94,400.0,-1,116501
2000-01-10 09:20:46.39,ANON010.SH,17.28,4100.0,-1,116604
2000-01-10 09:21:00.75,ANON010.SH,17.43,8400.0,-1,117799
2000-01-10 09:21:20.18,ANON010.SH,17.56,1000.0,-1,119475
2000-01-10 09:21:30.93,ANON010.SH,17.2,1000.0,-1,120509
2000-01-10 09:21:41.3,ANON010.SH,15.25,100.0,1,121367
2000-01-10 09:21:57.87,ANON010.SH,15.51,5000.0,1,122808
2000-01-10 09:22:00.67,ANON010.SH,16.94,2000.0,1,123039
2000-01-10 09:22:23.56,ANON010.SH,17.17,200.0,-1,125113
2000-01-10 09:22:31.6,ANON010.SH,16.42,1000.0,1,125892
2000-01-10 09:22:43.97,ANON010.SH,17.33,1400.0,-1,126997
2000-01-10 09:23:03.52,ANON010.SH,18.0,1800.0,-1,128946
2000-01-10 09:23:14.72,ANON010.SH,15.25,200.0,1,130180
2000-01-10 09:23:23.31,ANON010.SH,17.18,100.0,-1,131138
2000-01-10 09:23:25.21,ANON010.SH,17.27,500.0,-1,131335
2000-01-10 09:23:40.19,ANON010.SH,18.62,100.0,-1,133223
2000-01-10 09:23:45.07,ANON010.SH,16.77,100.0,1,133784
2000-01-10 09:23:52.93,ANON010.SH,17.25,1000.0,-1,134756
2000-01-10 09:23:58.16,ANON010.SH,17.2,500.0,-1,135392
2000-01-10 09:24:09.22,ANON010.SH,16.69,100.0,1,137318
2000-01-10 09:24:34.51,ANON010.SH,17.05,200.0,1,141867
2000-01-10 09:24:46.03,ANON010.SH,17.34,500.0,-1,144462
