datetime,sym,price,size,side,orderid
2000-01-02 09:15:00.03,ANON002.SZ,12.88,400.0,-1,908
2000-01-02 09:15:00.04,ANON002.SZ,11.83,400.0,1,1807
2000-01-02 09:15:00.04,ANON002.SZ,13.0,100.0,-1,2327
2000-01-02 09:15:00.05,ANON002.SZ,12.3,500.0,-1,4161
2000-01-02 09:15:00.05,ANON002.SZ,13.01,100.0,-1,4314
2000-01-02 09:15:00.05,ANON002.SZ,11.45,300.0,1,4723
2000-01-02 09:15:00.05,ANON002.SZ,13.01,2000.0,-1,6197
2000-01-02 09:15:00.06,ANON002.SZ,12.5,1000.0,-1,7989
2000-01-02 09:15:00.06,ANON002.SZ,12.55,40000.0,-1,8141
2000-01-02 09:15:00.06,ANON002.SZ,11.87,500.0,-1,9376
2000-01-02 09:15:00.06,ANON002.SZ,11.92,500.0,-1,9377
2000-01-02 09:15:00.06,ANON002.SZ,11.97,500.0,-1,9378
2000-01-02 09:15:00.06,ANON002.SZ,12.02,500.0,-1,9379
2000-01-02 09:15:00.06,ANON002.SZ,12.07,500.0,-1,9380
2000-01-02 09:15:00.06,ANON002.SZ,12.12,500.0,-1,9381
2000-01-02 09:15:00.06,ANON002.SZ,12.17,500.0,-1,9382
2000-01-02 09:15:00.06,ANON002.SZ,12.22,500.0,-1,9383
2000-01-02 09:15:00.06,ANON002.SZ,12.27,500.0,-1,9384
2000-01-02 09:15:00.06,ANON002.SZ,12.32,500.0,-1,9425
2000-01-02 09:15:00.06,ANON002.SZ,12.37,500.0,-1,9426
2000-01-02 09:15:00.06,ANON002.SZ,12.42,500.0,-1,9427
2000-01-02 09:15:00.06,ANON002.SZ,12.47,500.0,-1,9428
2000-01-02 09:15:00.06,ANON002.SZ,12.52,500.0,-1,9429
2000-01-02 09:15:00.06,ANON002.SZ,12.57,500.0,-1,9430
2000-01-02 09:15:00.06,ANON002.SZ,12.62,500.0,-1,9431
2000-01-02 09:15:00.06,ANON002.SZ,12.67,500.0,-1,9432
2000-01-02 09:15:00.06,ANON002.SZ,12.72,600.0,-1,9433
2000-01-02 09:15:00.06,ANON002.SZ,12.77,600.0,-1,9434
2000-01-02 09:15:00.06,ANON002.SZ,12.82,600.0,-1,9435
2000-01-02 09:15:00.06,ANON002.SZ,12.87,600.0,-1,9436
2000-01-02 09:15:00.06,ANON002.SZ,12.92,800.0,-1,9437
2000-01-02 09:15:00.06,ANON002.SZ,12.97,800.0,-1,9438
2000-01-02 09:15:00.06,ANON002.SZ,13.01,800.0,-1,9439
2000-01-02 09:15:00.08,ANON002.SZ,11.38,400.0,1,12193
2000-01-02 09:15:00.08,ANON002.SZ,11.36,200.0,1,12435
2000-01-02 09:15:00.08,ANON002.SZ,11.33,300.0,1,12436
2000-01-02 09:15:00.09,ANON002.SZ,12.5,4700.0,-1,14788
2000-01-02 09:15:00.09,ANON002.SZ,11.83,5700.0,-1,15139
2000-01-02 09:15:00.09,ANON002.SZ,11.83,8600.0,-1,15354
2000-01-02 09:15:00.09,ANON002.SZ,11.33,100.0,1,15557
2000-01-02 09:15:00.1,ANON002.SZ,11.6,200.0,1,16180
2000-01-02 09:15:00.1,ANON002.SZ,12.0,500.0,-1,16333
2000-01-02 09:15:00.1,ANON002.SZ,11.45,1000.0,1,16353
2000-01-02 09:15:00.1,ANON002.SZ,11.64,200.0,1,17381
2000-01-02 09:15:00.1,ANON002.SZ,11.26,300.0,1,17386
2000-01-02 09:15:00.1,ANON002.SZ,12.39,1000.0,-1,17609
2000-01-02 09:15:00.11,ANON002.SZ,12.17,400.0,-1,18396
2000-01-02 09:15:00.11,ANON002.SZ,11.68,300.0,1,18737
2000-01-02 09:15:00.11,ANON002.SZ,12.27,300.0,-1,18738
2000-01-02 09:15:00.11,ANON002.SZ,12.53,300.0,-1,18739
2000-01-02 09:15:00.11,ANON002.SZ,11.83,20000.0,1,19702
2000-01-02 09:15:00.11,ANON002.SZ,11.62,400.0,1,20336
2000-01-02 09:15:00.11,ANON002.SZ,11.31,400.0,1,20392
2000-01-02 09:15:00.12,ANON002.SZ,12.22,100.0,-1,23162
2000-01-02 09:15:00.13,ANON002.SZ,11.51,700.0,1,25792
2000-01-02 09:15:00.15,ANON002.SZ,12.9,300.0,-1,29057
2000-01-02 09:15:00.15,ANON002.SZ,11.02,200.0,1,30049
2000-01-02 09:15:00.15,ANON002.SZ,11.49,800.0,1,30642
2000-01-02 09:15:00.16,ANON002.SZ,10.65,200.0,1,31898
2000-01-02 09:15:00.16,ANON002.SZ,12.54,1900.0,-1,31934
2000-01-02 09:15:00.16,ANON002.SZ,12.34,1200.0,-1,31979
2000-01-02 09:15:00.16,ANON002.SZ,12.04,800.0,-1,32000
2000-01-02 09:15:00.16,ANON002.SZ,12.57,1100.0,-1,32337
2000-01-02 09:15:00.16,ANON002.SZ,12.78,15000.0,-1,32793
2000-01-02 09:15:00.16,ANON002.SZ,13.01,8400.0,-1,32938
2000-01-02 09:15:00.17,ANON002.SZ,11.54,1200.0,1,33798
2000-01-02 09:15:00.17,ANON002.SZ,13.01,100.0,-1,33841
2000-01-02 09:15:00.17,ANON002.SZ,12.87,100.0,-1,33842
2000-01-02 09:15:00.17,ANON002.SZ,12.67,100.0,-1,33843
2000-01-02 09:15:00.17,ANON002.SZ,12.47,100.0,-1,33845
2000-01-02 09:15:00.17,ANON002.SZ,11.72,3000.0,1,33960
2000-01-02 09:15:00.17,ANON002.SZ,11.99,500.0,-1,34480
2000-01-02 09:15:00.18,ANON002.SZ,13.01,1800.0,-1,36118
2000-01-02 09:15:00.18,ANON002.SZ,13.01,15000.0,-1,36548
2000-01-02 09:15:00.18,ANON002.SZ,13.0,15000.0,-1,36549
2000-01-02 09:15:00.18,ANON002.SZ,12.99,15000.0,-1,36550
2000-01-02 09:15:00.18,ANON002.SZ,12.98,15000.0,-1,36571
2000-01-02 09:15:00.18,ANON002.SZ,12.97,15000.0,-1,36572
2000-01-02 09:15:00.18,ANON002.SZ,12.96,15000.0,-1,36573
2000-01-02 09:15:00.18,ANON002.SZ,12.95,15000.0,-1,36574
2000-01-02 09:15:00.18,ANON002.SZ,12.94,15000.0,-1,36575
2000-01-02 09:15:00.18,ANON002.SZ,12.93,15000.0,-1,36576
2000-01-02 09:15:00.18,ANON002.SZ,12.92,15000.0,-1,36577
2000-01-02 09:15:00.18,ANON002.SZ,12.91,15000.0,-1,36579
2000-01-02 09:15:00.18,ANON002.SZ,12.9,15000.0,-1,36587
2000-01-02 09:15:00.18,ANON002.SZ,12.89,15000.0,-1,36600
2000-01-02 09:15:00.18,ANON002.SZ,12.88,15000.0,-1,36601
2000-01-02 09:15:00.18,ANON002.SZ,12.42,5000.0,-1,36609
2000-01-02 09:15:00.18,ANON002.SZ,12.41,5000.0,-1,36610
2000-01-02 09:15:00.18,ANON002.SZ,12.4,5000.0,-1,36652
2000-01-02 09:15:00.18,ANON002.SZ,12.39,5000.0,-1,36653
2000-01-02 09:15:00.18,ANON002.SZ,12.38,5000.0,-1,36654
2000-01-02 09:15:00.18,ANON002.SZ,11.61,200.0,1,36886
2000-01-02 09:15:00.19,ANON002.SZ,11.82,100.0,1,38966
2000-01-02 09:15:00.2,ANON002.SZ,12.0,600.0,-1,40382
2000-01-02 09:15:00.2,ANON002.SZ,12.3,500.0,-1,40383
2000-01-02 09:15:00.2,ANON002.SZ,12.6,500.0,-1,40384
2000-01-02 09:15:00.2,ANON002.SZ,11.4,600.0,1,40385
2000-01-02 09:15:00.21,ANON002.SZ,12.47,200.0,-1,41376
2000-01-02 09:15:00.22,ANON002.SZ,12.1,300.0,-1,42646
2000-01-02 09:15:00.22,ANON002.SZ,11.5,300.0,1,42651
2000-01-02 09:15:00.22,ANON002.SZ,12.15,10000.0,-1,42733
2000-01-02 09:15:00.22,ANON002.SZ,11.5,10000.0,1,42766
2000-01-02 09:15:00.23,ANON002.SZ,12.9,1500.0,-1,43174
2000-01-02 09:15:00.24,ANON002.SZ,11.83,5900.0,-1,44752
2000-01-02 09:15:00.27,ANON002.SZ,12.99,20000.0,-1,47376
2000-01-02 09:15:00.27,ANON002.SZ,12.98,1000.0,-1,47569
2000-01-02 09:15:00.27,ANON002.SZ,11.27,1000.0,1,47570
2000-01-02 09:15:00.27,ANON002.SZ,13.01,500.0,-1,47589
2000-01-02 09:15:00.27,ANON002.SZ,11.01,500.0,1,47590
2000-01-02 09:15:00.27,ANON002.SZ,10.83,500.0,1,47591
2000-01-02 09:15:00.27,ANON002.SZ,11.66,1000.0,1,47661
2000-01-02 09:15:00.29,ANON002.SZ,12.09,500.0,-1,49057
2000-01-02 09:15:00.31,ANON002.SZ,12.13,10700.0,-1,50536
2000-01-02 09:15:00.32,ANON002.SZ,11.95,2000.0,-1,51236
2000-01-02 09:15:00.33,ANON002.SZ,11.53,2000.0,1,52182
2000-01-02 09:15:00.33,ANON002.SZ,12.43,400.0,-1,52185
2000-01-02 09:15:00.36,ANON002.SZ,12.5,5000.0,-1,54640
2000-01-02 09:15:00.37,ANON002.SZ,12.5,6500.0,-1,54835
2000-01-02 09:15:00.37,ANON002.SZ,11.2,300.0,1,55224
2000-01-02 09:15:00.37,ANON002.SZ,11.05,500.0,1,55228
2000-01-02 09:15:00.37,ANON002.SZ,12.12,2400.0,-1,55358
2000-01-02 09:15:00.38,ANON002.SZ,11.62,8600.0,1,55811
2000-01-02 09:15:00.38,ANON002.SZ,11.97,1000.0,-1,55947
2000-01-02 09:15:00.38,ANON002.SZ,11.0,200.0,1,55980
2000-01-02 09:15:00.38,ANON002.SZ,11.97,1000.0,-1,55989
2000-01-02 09:15:00.38,ANON002.SZ,12.33,1000.0,-1,55990
2000-01-02 09:15:00.38,ANON002.SZ,12.98,3000.0,-1,55992
2000-01-02 09:15:00.38,ANON002.SZ,11.91,200.0,-1,56400
2000-01-02 09:15:00.39,ANON002.SZ,13.0,300.0,-1,56839
2000-01-02 09:15:00.39,ANON002.SZ,11.19,200.0,1,57077
2000-01-02 09:15:00.4,ANON002.SZ,11.62,1000.0,1,57568
2000-01-02 09:15:00.4,ANON002.SZ,11.71,1000.0,1,57569
2000-01-02 09:15:00.4,ANON002.SZ,11.77,1000.0,1,57570
2000-01-02 09:15:00.4,ANON002.SZ,11.66,1000.0,1,57571
2000-01-02 09:15:00.4,ANON002.SZ,11.83,1000.0,1,57578
2000-01-02 09:15:00.41,ANON002.SZ,12.62,500.0,-1,57790
2000-01-02 09:15:00.43,ANON002.SZ,11.83,200.0,1,58906
2000-01-02 09:15:00.43,ANON002.SZ,12.98,300.0,-1,59087
2000-01-02 09:15:00.44,ANON002.SZ,11.7,400.0,1,59667
2000-01-02 09:15:00.45,ANON002.SZ,13.0,1500.0,-1,60371
2000-01-02 09:15:00.45,ANON002.SZ,11.72,2400.0,1,60474
2000-01-02 09:15:00.46,ANON002.SZ,12.99,10000.0,-1,60780
2000-01-02 09:15:00.46,ANON002.SZ,12.42,300.0,1,60820
2000-01-02 09:15:00.47,ANON002.SZ,11.98,100.0,-1,61032
2000-01-02 09:15:00.47,ANON002.SZ,11.51,300.0,-1,61165
2000-01-02 09:15:00.47,ANON002.SZ,11.51,400.0,1,61224
2000-01-02 09:15:00.48,ANON002.SZ,11.51,200.0,1,61300
2000-01-02 09:15:00.5,ANON002.SZ,11.6,300.0,1,62407
2000-01-02 09:15:00.53,ANON002.SZ,11.95,100.0,-1,64360
2000-01-02 09:15:00.56,ANON002.SZ,12.9,100.0,-1,65366
2000-01-02 09:15:00.57,ANON002.SZ,11.82,100.0,-1,65866
2000-01-02 09:15:00.59,ANON002.SZ,11.13,400.0,1,66503
2000-01-02 09:15:00.61,ANON002.SZ,11.72,2000.0,1,67166
2000-01-02 09:15:00.61,ANON002.SZ,11.79,900.0,1,67167
2000-01-02 09:15:00.62,ANON002.SZ,12.19,1400.0,-1,67429
2000-01-02 09:15:00.65,ANON002.SZ,12.05,1200.0,-1,68472
2000-01-02 09:15:00.66,ANON002.SZ,12.48,1000.0,-1,68973
2000-01-02 09:15:00.72,ANON002.SZ,12.12,500.0,-1,71652
2000-01-02 09:15:00.75,ANON002.SZ,11.85,400.0,-1,72937
2000-01-02 09:15:00.75,ANON002.SZ,13.01,10000.0,-1,72989
2000-01-02 09:15:00.77,ANON002.SZ,11.61,1800.0,1,73988
2000-01-02 09:15:00.79,ANON002.SZ,12.0,3500.0,-1,74908
2000-01-02 09:15:00.79,ANON002.SZ,11.52,3400.0,1,74910
2000-01-02 09:15:00.79,ANON002.SZ,11.43,6700.0,1,74911
2000-01-02 09:15:00.79,ANON002.SZ,12.11,5700.0,-1,74913
2000-01-02 09:15:00.81,ANON002.SZ,13.0,100.0,-1,75717
2000-01-02 09:15:00.83,ANON002.SZ,12.8,1000.0,-1,76459
2000-01-02 09:15:00.83,ANON002.SZ,12.5,500.0,-1,76587
2000-01-02 09:15:00.87,ANON002.SZ,13.0,300.0,-1,78022
2000-01-02 09:15:00.9,ANON002.SZ,12.78,10000.0,-1,78996
2000-01-02 09:15:00.9,ANON002.SZ,11.83,100.0,1,79121
2000-01-02 09:15:00.91,ANON002.SZ,11.72,1000.0,1,79578
2000-01-02 09:15:00.91,ANON002.SZ,11.63,1000.0,1,79579
2000-01-02 09:15:00.91,ANON002.SZ,12.5,100.0,-1,79602
2000-01-02 09:15:00.91,ANON002.SZ,13.0,100.0,-1,79603
2000-01-02 09:15:00.93,ANON002.SZ,11.53,3500.0,1,80196
2000-01-02 09:15:00.93,ANON002.SZ,11.62,400.0,1,80282
2000-01-02 09:15:00.95,ANON002.SZ,11.83,100.0,-1,80693
2000-01-02 09:15:00.96,ANON002.SZ,12.45,1000.0,-1,80927
2000-01-02 09:15:00.98,ANON002.SZ,12.44,200.0,-1,82092
2000-01-02 09:15:00.99,ANON002.SZ,11.61,10000.0,1,82527
2000-01-02 09:15:01,ANON002.SZ,11.99,10000.0,-1,83062
2000-01-02 09:15:01.01,ANON002.SZ,12.0,2200.0,-1,83306
2000-01-02 09:15:01.02,ANON002.SZ,13.0,1500.0,-1,84042
2000-01-02 09:15:01.03,ANON002.SZ,13.01,200.0,-1,84186
2000-01-02 09:15:01.04,ANON002.SZ,12.29,10000.0,-1,84931
2000-01-02 09:15:01.05,ANON002.SZ,12.11,1000.0,-1,85035
2000-01-02 09:15:01.05,ANON002.SZ,12.12,1000.0,-1,85036
2000-01-02 09:15:01.05,ANON002.SZ,12.13,1000.0,-1,85037
2000-01-02 09:15:01.05,ANON002.SZ,12.42,3500.0,-1,85168
2000-01-02 09:15:01.07,ANON002.SZ,11.7,1000.0,1,86156
2000-01-02 09:15:01.07,ANON002.SZ,11.6,1000.0,1,86184
2000-01-02 09:15:01.07,ANON002.SZ,13.01,1000.0,-1,86246
2000-01-02 09:15:01.09,ANON002.SZ,12.99,500.0,-1,87046
2000-01-02 09:15:01.1,ANON002.SZ,12.99,15000.0,-1,87228
2000-01-02 09:15:01.11,ANON002.SZ,11.83,400.0,1,87877
2000-01-02 09:15:01.16,ANON002.SZ,11.8,2500.0,1,90034
2000-01-02 09:15:01.18,ANON002.SZ,11.83,4000.0,-1,90757
2000-01-02 09:15:01.18,ANON002.SZ,11.01,500.0,1,90824
2000-01-02 09:15:01.18,ANON002.SZ,12.5,1000.0,-1,90956
2000-01-02 09:15:01.22,ANON002.SZ,11.83,100.0,1,92131
2000-01-02 09:15:01.22,ANON002.SZ,11.7,100.0,1,92198
2000-01-02 09:15:01.27,ANON002.SZ,12.69,300.0,-1,93677
2000-01-02 09:15:01.28,ANON002.SZ,11.4,2000.0,1,94128
2000-01-02 09:15:01.38,ANON002.SZ,13.01,8000.0,-1,97174
2000-01-02 09:15:01.39,ANON002.SZ,12.41,400.0,-1,97419
2000-01-02 09:15:01.4,ANON002.SZ,11.23,300.0,1,97441
2000-01-02 09:15:01.46,ANON002.SZ,13.01,2000.0,-1,99215
2000-01-02 09:15:01.49,ANON002.SZ,11.96,400.0,-1,99919
