datetime,sym,price,size,side,orderid
2000-01-01 09:15:00.03,ANON001.SZ,6.46,100.0,-1,1311
2000-01-01 09:15:00.03,ANON001.SZ,6.39,100.0,-1,2207
2000-01-01 09:15:00.05,ANON001.SZ,6.45,100.0,-1,6043
2000-01-01 09:15:00.13,ANON001.SZ,6.27,500.0,-1,28397
2000-01-01 09:15:00.15,ANON001.SZ,5.76,5000.0,1,32485
2000-01-01 09:15:00.16,ANON001.SZ,6.46,2000.0,-1,35527
2000-01-01 09:15:00.16,ANON001.SZ,6.33,1200.0,-1,37156
2000-01-01 09:15:00.24,ANON001.SZ,6.46,1500.0,-1,50028
2000-01-01 09:15:00.35,ANON001.SZ,6.46,1000.0,-1,59754
2000-01-01 09:15:00.35,ANON001.SZ,6.2,400.0,-1,59756
2000-01-01 09:15:00.44,ANON001.SZ,6.2,1000.0,-1,66306
2000-01-01 09:15:00.54,ANON001.SZ,5.67,500.0,1,72062
2000-01-01 09:15:00.56,ANON001.SZ,6.2,1000.0,-1,72546
2000-01-01 09:15:00.58,ANON001.SZ,6.36,4000.0,-1,73479
2000-01-01 09:15:00.59,ANON001.SZ,5.28,1000.0,1,74103
2000-01-01 09:15:00.8,ANON001.SZ,6.45,400.0,-1,83324
2000-01-01 09:15:00.82,ANON001.SZ,6.25,1700.0,-1,84234
2000-01-01 09:15:01.11,ANON001.SZ,6.38,1000.0,-1,97656
2000-01-01 09:15:01.26,ANON001.SZ,6.46,20000.0,-1,103470
2000-01-01 09:15:01.26,ANON001.SZ,6.1,10000.0,-1,103501
2000-01-01 09:15:01.49,ANON001.SZ,6.19,10000.0,-1,110407
2000-01-01 09:15:01.49,ANON001.SZ,6.31,7000.0,-1,110409
2000-01-01 09:15:01.49,ANON001.SZ,6.28,5300.0,-1,110445
2000-01-01 09:15:01.61,ANON001.SZ,6.22,7500.0,-1,113513
2000-01-01 09:15:01.63,ANON001.SZ,6.23,5000.0,-1,114163
2000-01-01 09:15:01.67,ANON001.SZ,6.19,5000.0,-1,114981
2000-01-01 09:15:01.67,ANON001.SZ,6.18,10000.0,-1,115116
2000-01-01 09:15:01.67,ANON001.SZ,6.3,5000.0,-1,115119
2000-01-01 09:15:01.7,ANON001.SZ,5.28,400.0,1,115988
2000-01-01 09:15:01.82,ANON001.SZ,6.38,100.0,-1,119066
2000-01-01 09:15:01.89,ANON001.SZ,6.4,700.0,-1,121409
2000-01-01 09:15:01.91,ANON001.SZ,6.45,400.0,-1,122270
2000-01-01 09:15:03.47,ANON001.SZ,6.09,500.0,-1,139615
2000-01-01 09:15:03.89,ANON001.SZ,5.74,2000.0,1,141046
2000-01-01 09:15:04.71,ANON001.SZ,6.37,800.0,-1,142204
2000-01-01 09:15:05.78,ANON001.SZ,6.29,10500.0,-1,143561
2000-01-01 09:15:12.26,ANON001.SZ,6.45,700.0,-1,147048
2000-01-01 09:15:32.6,ANON001.SZ,6.46,500.0,-1,150865
2000-01-01 09:16:39.72,ANON001.SZ,6.46,400.0,-1,159756
2000-01-01 09:17:37.99,ANON001.SZ,6.46,10100.0,-1,167777
2000-01-01 09:20:35.48,ANON001.SZ,6.46,7100.0,-1,198346
2000-01-01 09:20:56.76,ANON001.SZ,6.46,400.0,-1,201947
2000-01-01 09:21:10.45,ANON001.SZ,5.8,3800.0,1,204464
2000-01-01 09:21:17.26,ANON001.SZ,5.99,200.0,-1,205694
2000-01-01 09:21:32.13,ANON001.SZ,6.2,200.0,-1,208457
2000-01-01 09:21:56.41,ANON001.SZ,6.16,500.0,-1,212997
2000-01-01 09:22:53.38,ANON001.SZ,6.46,900.0,-1,224994
2000-01-01 09:24:50.78,ANON001.SZ,5.75,300.0,1,266742
2000-01-01 09:30:00.03,ANON001.SZ,6.09,4000.0,-1,329840
2000-01-01 09:30:00.04,ANON001.SZ,6.46,1000.0,-1,337649
2000-01-01 09:30:00.05,ANON001.SZ,5.99,200.0,-1,342098
2000-01-01 09:30:00.06,ANON001.SZ,5.82,1200.0,1,343814
2000-01-01 09:30:00.06,ANON001.SZ,5.82,1800.0,1,343817
2000-01-01 09:30:00.06,ANON001.SZ,5.82,1300.0,1,343818
2000-01-01 09:30:00.11,ANON001.SZ,5.85,1000.0,1,364187
2000-01-01 09:30:00.12,ANON001.SZ,6.08,800.0,-1,369085
2000-01-01 09:30:00.12,ANON001.SZ,5.67,5600.0,1,370458
2000-01-01 09:30:00.14,ANON001.SZ,5.95,700.0,-1,375651
2000-01-01 09:30:00.14,ANON001.SZ,6.09,1300.0,-1,378514
2000-01-01 09:30:00.16,ANON001.SZ,6.09,500.0,-1,385765
2000-01-01 09:30:00.19,ANON001.SZ,6.09,600.0,-1,394302
2000-01-01 09:30:00.2,ANON001.SZ,5.81,3000.0,1,396154
2000-01-01 09:30:00.2,ANON001.SZ,6.09,1000.0,-1,397360
2000-01-01 09:30:00.21,ANON001.SZ,5.81,100.0,1,400592
2000-01-01 09:30:00.24,ANON001.SZ,5.8,1000.0,1,408345
2000-01-01 09:30:00.26,ANON001.SZ,6.09,200.0,-1,411862
2000-01-01 09:30:00.27,ANON001.SZ,5.77,10000.0,1,413363
2000-01-01 09:30:00.31,ANON001.SZ,5.8,200.0,1,420547
2000-01-01 09:30:00.34,ANON001.SZ,5.87,2000.0,-1,426728
2000-01-01 09:30:00.35,ANON001.SZ,5.7,200.0,1,427078
2000-01-01 09:30:00.45,ANON001.SZ,5.77,1000.0,1,439749
2000-01-01 09:30:00.46,ANON001.SZ,6.0,1000.0,-1,440442
2000-01-01 09:30:00.52,ANON001.SZ,5.94,200.0,-1,447024
2000-01-01 09:30:00.57,ANON001.SZ,5.67,1000.0,1,452196
2000-01-01 09:30:00.6,ANON001.SZ,5.97,2200.0,-1,454659
2000-01-01 09:30:00.6,ANON001.SZ,6.2,1000.0,-1,454892
2000-01-01 09:30:00.63,ANON001.SZ,6.07,2000.0,-1,456728
2000-01-01 09:30:00.66,ANON001.SZ,5.86,200.0,1,458974
2000-01-01 09:30:00.7,ANON001.SZ,5.8,2000.0,1,462593
2000-01-01 09:30:00.71,ANON001.SZ,5.72,2000.0,1,463680
2000-01-01 09:30:00.75,ANON001.SZ,5.68,2000.0,1,465955
2000-01-01 09:30:00.75,ANON001.SZ,6.05,1800.0,-1,466256
