datetime,sym,price,size,bidorderid,askorderid
2000-01-03 09:18:26.05,ANON003.SZ,0.0,3000.0,0,157941
2000-01-03 09:25:00,ANON003.SZ,11.35,100.0,257130,255768
2000-01-03 09:25:00,ANON003.SZ,11.35,800.0,257130,246901
2000-01-03 09:25:00,ANON003.SZ,11.35,500.0,257971,246901
2000-01-03 09:25:00,ANON003.SZ,11.35,100.0,257971,247585
2000-01-03 09:25:00,ANON003.SZ,11.35,200.0,257290,247585
2000-01-03 09:25:00,ANON003.SZ,11.35,100.0,257290,176185
2000-01-03 09:25:00,ANON003.SZ,11.35,400.0,257290,247018
2000-01-03 09:25:00,ANON003.SZ,11.35,400.0,253608,247018
2000-01-03 09:25:00,ANON003.SZ,11.35,100.0,253608,251908
2000-01-03 09:25:00,ANON003.SZ,11.35,600.0,253608,257568
2000-01-03 09:25:00,ANON003.SZ,11.35,600.0,219557,257568
2000-01-03 09:30:00.04,ANON003.SZ,0.0,5100.0,190925,0
2000-01-03 09:30:00.05,ANON003.SZ,11.35,1000.0,219557,317847
2000-01-03 09:30:00.06,ANON003.SZ,0.0,200.0,0,239515
2000-01-03 09:30:00.08,ANON003.SZ,11.36,100.0,330061,132817
2000-01-03 09:30:00.2,ANON003.SZ,11.35,1000.0,219557,375384
2000-01-03 09:30:00.44,ANON003.SZ,11.35,200.0,219557,413603
2000-01-03 09:30:00.45,ANON003.SZ,11.36,200.0,414794,408797
2000-01-03 09:30:00.45,ANON003.SZ,11.36,100.0,414794,411129
2000-01-03 09:30:00.45,ANON003.SZ,11.36,200.0,414794,412928
2000-01-03 09:30:00.45,ANON003.SZ,11.36,200.0,414794,414669
2000-01-03 09:30:00.45,ANON003.SZ,11.37,100.0,414794,356073
2000-01-03 09:30:00.45,ANON003.SZ,11.37,100.0,414800,356073
2000-01-03 09:30:00.47,ANON003.SZ,11.35,200.0,219557,416558
2000-01-03 09:30:00.51,ANON003.SZ,11.35,100.0,219557,420135
2000-01-03 09:30:00.51,ANON003.SZ,11.35,800.0,219557,420925
2000-01-03 09:30:00.51,ANON003.SZ,11.35,100.0,219557,420927
2000-01-03 09:30:00.51,ANON003.SZ,11.35,300.0,219557,421024
2000-01-03 09:30:00.52,ANON003.SZ,11.35,100.0,219557,421470
2000-01-03 09:30:00.55,ANON003.SZ,11.35,200.0,219557,424003
2000-01-03 09:30:00.57,ANON003.SZ,11.35,100.0,219557,424811
2000-01-03 09:30:00.59,ANON003.SZ,11.35,100.0,219557,427816
2000-01-03 09:30:00.76,ANON003.SZ,11.35,100.0,219557,441068
2000-01-03 09:30:00.82,ANON003.SZ,11.35,100.0,219557,447012
2000-01-03 09:30:00.91,ANON003.SZ,11.36,100.0,452696,429772
2000-01-03 09:30:01.03,ANON003.SZ,11.35,100.0,231829,460804
2000-01-03 09:30:01.05,ANON003.SZ,11.35,100.0,231829,462181
2000-01-03 09:30:01.44,ANON003.SZ,11.36,100.0,462786,485758
2000-01-03 09:30:01.44,ANON003.SZ,11.36,100.0,465027,485758
2000-01-03 09:30:01.44,ANON003.SZ,11.36,100.0,467805,485758
2000-01-03 09:30:01.44,ANON003.SZ,11.36,300.0,471302,485758
2000-01-03 09:30:01.44,ANON003.SZ,11.36,100.0,471932,485758
2000-01-03 09:30:01.44,ANON003.SZ,11.36,100.0,472897,485792
2000-01-03 09:30:01.44,ANON003.SZ,11.36,100.0,482802,485792
2000-01-03 09:30:01.46,ANON003.SZ,11.35,400.0,231829,486636
2000-01-03 09:30:01.46,ANON003.SZ,11.35,100.0,440057,486636
2000-01-03 09:30:01.55,ANON003.SZ,11.35,400.0,491157,487797
2000-01-03 09:30:01.55,ANON003.SZ,11.36,100.0,491157,485792
2000-01-03 09:30:01.55,ANON003.SZ,11.36,100.0,491157,485825
2000-01-03 09:30:01.55,ANON003.SZ,11.36,100.0,491157,485987
2000-01-03 09:30:01.81,ANON003.SZ,0.0,1500.0,0,106457
2000-01-03 09:30:01.87,ANON003.SZ,0.0,6000.0,211550,0
2000-01-03 09:30:01.88,ANON003.SZ,11.35,100.0,507643,499975
2000-01-03 09:30:02.09,ANON003.SZ,11.35,100.0,516475,499975
2000-01-03 09:30:02.09,ANON003.SZ,11.35,100.0,516475,507378
2000-01-03 09:30:02.09,ANON003.SZ,11.35,100.0,516475,513534
2000-01-03 09:30:02.09,ANON003.SZ,11.36,200.0,516475,485987
2000-01-03 09:30:02.1,ANON003.SZ,11.36,300.0,516879,488261
