datetime,sym,price,size,bidorderid,askorderid
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,169637,14319
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,194197,14319
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,238771,14319
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,239747,14319
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,239747,169649
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,170148,171726
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,170345,192716
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,55637,192716
2000-01-07 09:25:00,ANON007.SZ,21.57,200.0,236981,192716
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,29790,192716
2000-01-07 09:25:00,ANON007.SZ,21.57,400.0,62260,192716
2000-01-07 09:25:00,ANON007.SZ,21.57,300.0,62260,236644
2000-01-07 09:25:00,ANON007.SZ,21.57,500.0,101789,239609
2000-01-07 09:25:00,ANON007.SZ,21.57,300.0,199420,239609
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,199420,163765
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,199420,229235
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,199420,171047
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,199420,178923
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,7655,187259
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,7655,196577
2000-01-07 09:25:00,ANON007.SZ,21.57,500.0,7655,156540
2000-01-07 09:25:00,ANON007.SZ,21.57,300.0,7655,36279
2000-01-07 09:25:00,ANON007.SZ,21.57,200.0,7655,241507
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,184228,241707
2000-01-07 09:25:00,ANON007.SZ,21.57,2100.0,184228,242294
2000-01-07 09:25:00,ANON007.SZ,21.57,300.0,184228,244594
2000-01-07 09:25:00,ANON007.SZ,21.57,1800.0,206712,244594
2000-01-07 09:25:00,ANON007.SZ,21.57,300.0,233887,244853
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,193940,244853
2000-01-07 09:25:00,ANON007.SZ,21.57,1700.0,246104,244853
2000-01-07 09:25:00,ANON007.SZ,21.57,300.0,246104,234731
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,246104,206559
2000-01-07 09:25:00,ANON007.SZ,21.57,500.0,246104,41702
2000-01-07 09:25:00,ANON007.SZ,21.57,100.0,246104,162198
2000-01-07 09:25:00,ANON007.SZ,21.57,300.0,246104,239280
2000-01-07 09:30:00.04,ANON007.SZ,21.58,1000.0,292762,220500
2000-01-07 09:30:00.04,ANON007.SZ,21.57,600.0,246104,292812
2000-01-07 09:30:00.05,ANON007.SZ,0.0,300.0,0,179168
2000-01-07 09:30:00.06,ANON007.SZ,0.0,700.0,0,220500
2000-01-07 09:30:00.07,ANON007.SZ,21.58,100.0,305022,286408
2000-01-07 09:30:00.07,ANON007.SZ,21.58,100.0,305022,288064
2000-01-07 09:30:00.07,ANON007.SZ,21.58,100.0,305022,288067
2000-01-07 09:30:00.07,ANON007.SZ,21.58,100.0,305022,293544
2000-01-07 09:30:00.07,ANON007.SZ,21.58,600.0,305022,306943
2000-01-07 09:30:00.07,ANON007.SZ,21.57,3300.0,246104,306943
2000-01-07 09:30:00.09,ANON007.SZ,21.56,1500.0,313194,308315
2000-01-07 09:30:00.09,ANON007.SZ,21.57,300.0,313194,306943
