datetime,sym,price,size,bidorderid,askorderid
2000-01-12 09:15:45.25,ANON012.SZ,0.0,300.0,0,168513
2000-01-12 09:15:50.79,ANON012.SZ,0.0,3300.0,0,166988
2000-01-12 09:16:43.37,ANON012.SZ,0.0,2700.0,0,171117
2000-01-12 09:16:44.56,ANON012.SZ,0.0,300.0,172760,0
2000-01-12 09:17:01.66,ANON012.SZ,0.0,200.0,0,130288
2000-01-12 09:17:26.85,ANON012.SZ,0.0,200.0,146998,0
2000-01-12 09:17:30.91,ANON012.SZ,0.0,400.0,0,112443
2000-01-12 09:18:50.23,ANON012.SZ,0.0,500.0,0,198435
2000-01-12 09:19:33.42,ANON012.SZ,0.0,2600.0,188181,0
2000-01-12 09:19:48.79,ANON012.SZ,0.0,2000.0,0,208474
2000-01-12 09:19:56.74,ANON012.SZ,0.0,15300.0,153842,0
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,28510,215069
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,222498,221908
2000-01-12 09:25:00,ANON012.SZ,94.0,200.0,244217,221908
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,200861,258219
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,205823,258219
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,239820,270789
2000-01-12 09:25:00,ANON012.SZ,94.0,900.0,307231,270789
2000-01-12 09:25:00,ANON012.SZ,94.0,200.0,307231,280642
2000-01-12 09:25:00,ANON012.SZ,94.0,200.0,307231,283445
2000-01-12 09:25:00,ANON012.SZ,94.0,300.0,307231,284583
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,134087,252209
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,134087,303583
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,273545,303583
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,302277,303583
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,29938,303583
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,301275,303583
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,299152,303583
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,276539,303583
2000-01-12 09:25:00,ANON012.SZ,94.0,200.0,275034,303588
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,265188,303588
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,271990,303588
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,283070,303588
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,283191,303588
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,180976,303588
2000-01-12 09:25:00,ANON012.SZ,94.0,100.0,186977,303588
2000-01-12 09:25:00,ANON012.SZ,94.0,1100.0,186977,308322
2000-01-12 09:25:00,ANON012.SZ,94.0,1100.0,186977,308862
2000-01-12 09:25:00,ANON012.SZ,94.0,1100.0,186977,279554
