datetime,sym,price,size,bidorderid,askorderid
2000-01-13 09:15:00.12,ANON013.SH,7.78,100.0,806,0
2000-01-13 09:15:00.12,ANON013.SH,7.78,100.0,55,0
2000-01-13 09:15:00.32,ANON013.SH,7.82,100.0,666,0
2000-01-13 09:15:00.37,ANON013.SH,7.82,100.0,1580,0
2000-01-13 09:15:00.37,ANON013.SH,7.82,200.0,1577,0
2000-01-13 09:15:00.37,ANON013.SH,7.82,200.0,1583,0
2000-01-13 09:15:05.73,ANON013.SH,8.64,2800.0,66524,0
2000-01-13 09:15:06.17,ANON013.SH,7.78,100.0,72113,0
2000-01-13 09:15:06.17,ANON013.SH,8.51,2000.0,72221,0
2000-01-13 09:15:06.69,ANON013.SH,7.78,100.0,79456,0
2000-01-13 09:15:07.21,ANON013.SH,7.78,100.0,86462,0
2000-01-13 09:15:07.36,ANON013.SH,7.78,100.0,87553,0
2000-01-13 09:15:07.84,ANON013.SH,8.72,600.0,0,91007
2000-01-13 09:15:09.2,ANON013.SH,8.74,200.0,109540,0
2000-01-13 09:15:12.02,ANON013.SH,8.64,100.0,115890,0
2000-01-13 09:15:30.51,ANON013.SH,8.28,100.0,117355,0
2000-01-13 09:15:30.56,ANON013.SH,8.28,100.0,117361,0
2000-01-13 09:15:30.59,ANON013.SH,8.28,100.0,117375,0
2000-01-13 09:15:30.64,ANON013.SH,8.28,100.0,117376,0
2000-01-13 09:15:30.69,ANON013.SH,8.28,100.0,117371,0
2000-01-13 09:15:30.76,ANON013.SH,8.28,100.0,117352,0
2000-01-13 09:15:30.78,ANON013.SH,8.28,100.0,117359,0
2000-01-13 09:15:30.83,ANON013.SH,8.28,100.0,117347,0
2000-01-13 09:15:30.85,ANON013.SH,8.28,100.0,117372,0
2000-01-13 09:15:30.86,ANON013.SH,8.28,100.0,117353,0
2000-01-13 09:15:30.88,ANON013.SH,8.28,100.0,117377,0
2000-01-13 09:15:30.89,ANON013.SH,8.28,100.0,117380,0
2000-01-13 09:15:30.9,ANON013.SH,8.28,100.0,117385,0
2000-01-13 09:15:30.91,ANON013.SH,8.28,100.0,117386,0
2000-01-13 09:15:30.91,ANON013.SH,8.28,100.0,117382,0
2000-01-13 09:15:30.95,ANON013.SH,8.28,100.0,117366,0
2000-01-13 09:15:31.01,ANON013.SH,8.28,100.0,117368,0
2000-01-13 09:15:31.05,ANON013.SH,8.28,100.0,117384,0
2000-01-13 09:15:31.1,ANON013.SH,8.28,100.0,117379,0
2000-01-13 09:15:32.32,ANON013.SH,7.83,100.0,116256,0
2000-01-13 09:15:32.32,ANON013.SH,7.83,100.0,116258,0
2000-01-13 09:15:32.32,ANON013.SH,7.83,100.0,116213,0
2000-01-13 09:15:32.32,ANON013.SH,7.83,100.0,116257,0
2000-01-13 09:15:32.32,ANON013.SH,7.83,100.0,116212,0
2000-01-13 09:15:32.32,ANON013.SH,7.83,100.0,116209,0
2000-01-13 09:15:32.32,ANON013.SH,7.83,100.0,116216,0
2000-01-13 09:15:32.32,ANON013.SH,7.83,100.0,116217,0
2000-01-13 09:15:32.32,ANON013.SH,7.83,100.0,116210,0
2000-01-13 09:15:32.32,ANON013.SH,7.83,100.0,116215,0
2000-01-13 09:15:32.32,ANON013.SH,7.83,100.0,116218,0
2000-01-13 09:15:32.33,ANON013.SH,7.83,100.0,116211,0
2000-01-13 09:15:32.33,ANON013.SH,7.83,100.0,116214,0
2000-01-13 09:15:32.33,ANON013.SH,7.83,100.0,116219,0
2000-01-13 09:15:32.35,ANON013.SH,7.83,100.0,116349,0
