datetime,sym,price,size,bidorderid,askorderid
2000-01-06 09:17:46.73,ANON006.SZ,0.0,100.0,0,138879
2000-01-06 09:18:00.67,ANON006.SZ,0.0,100.0,141973,0
2000-01-06 09:19:23.3,ANON006.SZ,0.0,7900.0,152813,0
2000-01-06 09:30:01.23,ANON006.SZ,18.01,100.0,295199,412939
2000-01-06 09:30:03.36,ANON006.SZ,0.0,700.0,0,367610
2000-01-06 09:30:03.46,ANON006.SZ,18.09,100.0,483677,352536
2000-01-06 09:30:04.16,ANON006.SZ,0.0,100.0,0,218741
2000-01-06 09:30:06.08,ANON006.SZ,17.95,500.0,360746,519888
2000-01-06 09:30:06.08,ANON006.SZ,17.94,1500.0,173142,519888
2000-01-06 09:30:07.05,ANON006.SZ,17.94,300.0,173142,537162
2000-01-06 09:30:07.05,ANON006.SZ,17.94,500.0,323337,537162
2000-01-06 09:30:08.05,ANON006.SZ,0.0,2200.0,0,537162
2000-01-06 09:30:08.84,ANON006.SZ,0.0,200.0,0,525464
2000-01-06 09:30:09.42,ANON006.SZ,0.0,100.0,0,496816
2000-01-06 09:30:09.44,ANON006.SZ,17.91,600.0,345609,571151
2000-01-06 09:30:09.46,ANON006.SZ,0.0,200.0,0,526618
2000-01-06 09:30:09.49,ANON006.SZ,0.0,200.0,0,554516
2000-01-06 09:30:09.54,ANON006.SZ,0.0,100.0,0,495685
2000-01-06 09:30:10.18,ANON006.SZ,0.0,100.0,0,551556
2000-01-06 09:30:10.42,ANON006.SZ,17.9,200.0,593212,586840
2000-01-06 09:30:10.42,ANON006.SZ,17.91,100.0,593212,572240
2000-01-06 09:30:10.42,ANON006.SZ,17.91,200.0,593212,577638
2000-01-06 09:30:10.89,ANON006.SZ,0.0,600.0,0,579313
2000-01-06 09:30:12.33,ANON006.SZ,17.91,100.0,621131,577638
2000-01-06 09:30:12.96,ANON006.SZ,0.0,300.0,0,561817
2000-01-06 09:30:16.56,ANON006.SZ,0.0,100.0,0,527289
2000-01-06 09:30:16.6,ANON006.SZ,0.0,100.0,0,526976
2000-01-06 09:30:21.87,ANON006.SZ,17.86,300.0,744643,757812
2000-01-06 09:30:21.87,ANON006.SZ,17.83,700.0,711835,757812
2000-01-06 09:30:21.87,ANON006.SZ,17.82,100.0,670514,757812
2000-01-06 09:30:21.87,ANON006.SZ,17.82,200.0,671258,757812
2000-01-06 09:30:21.87,ANON006.SZ,17.82,100.0,671259,757812
2000-01-06 09:30:21.87,ANON006.SZ,17.82,100.0,671379,757812
2000-01-06 09:30:21.87,ANON006.SZ,17.81,100.0,37726,757812
2000-01-06 09:30:21.88,ANON006.SZ,17.81,700.0,757865,757812
2000-01-06 09:30:21.89,ANON006.SZ,0.0,200.0,0,567581
2000-01-06 09:30:21.93,ANON006.SZ,0.0,200.0,0,553909
2000-01-06 09:30:27.68,ANON006.SZ,17.9,100.0,816103,757490
2000-01-06 09:30:27.8,ANON006.SZ,17.9,300.0,817493,757490
2000-01-06 09:30:28.26,ANON006.SZ,0.0,100.0,0,680998
2000-01-06 09:30:28.36,ANON006.SZ,17.9,200.0,824220,757490
2000-01-06 09:30:28.57,ANON006.SZ,17.9,100.0,826345,757490
2000-01-06 09:30:35.82,ANON006.SZ,17.86,300.0,888882,888716
2000-01-06 09:30:35.82,ANON006.SZ,17.9,300.0,888882,757490
2000-01-06 09:30:45.6,ANON006.SZ,17.9,100.0,954528,757490
2000-01-06 09:30:49.73,ANON006.SZ,17.9,100.0,981017,757490
2000-01-06 09:30:49.95,ANON006.SZ,17.9,800.0,981913,757490
2000-01-06 09:30:50.12,ANON006.SZ,0.0,200.0,0,888167
2000-01-06 09:30:51.32,ANON006.SZ,17.9,1200.0,988076,757490
2000-01-06 09:30:51.35,ANON006.SZ,0.0,100.0,812196,0
2000-01-06 09:30:51.35,ANON006.SZ,0.0,100.0,812198,0
2000-01-06 09:30:51.37,ANON006.SZ,0.0,100.0,812259,0
2000-01-06 09:30:54.09,ANON006.SZ,0.0,1000.0,0,156448
2000-01-06 09:30:54.37,ANON006.SZ,17.9,400.0,1004073,757490
2000-01-06 09:30:54.37,ANON006.SZ,17.9,100.0,1004073,986767
2000-01-06 09:30:54.37,ANON006.SZ,17.91,100.0,1004073,577638
2000-01-06 09:30:54.38,ANON006.SZ,17.92,2000.0,1004133,563746
2000-01-06 09:30:57.36,ANON006.SZ,0.0,200.0,0,1004158
2000-01-06 09:30:57.36,ANON006.SZ,0.0,100.0,868733,0
2000-01-06 09:30:58.3,ANON006.SZ,17.91,200.0,1004073,1024541
2000-01-06 09:30:58.47,ANON006.SZ,17.91,300.0,1004073,1025847
2000-01-06 09:30:58.47,ANON006.SZ,17.89,200.0,1025870,1025847
